Sampling_Date,Site_Code,Tree_ID,Genus,Species,Location_deg_min_sec_North_nosym,Location_deg_min_sec_West,dbh_cm,No_stem_cankers,Total_tree_height_m,Crown_density_percent,Crown_dieback_percent,Vigor_class,Uncompacted_live_crown_ratio,diameter_squared_x_height_cubic_cm,SLA_cm2_per_g,Area_per_needle_cm2,Fv_Fm,Amax_normalized_umol_per_m2_sec,gsw_normalized_umol_per_m2_sec,Branch_2_Fv_Fm,Branch_2_Amax,Branch_2_Rday,Branch_2_Phi,Branch_2_Theta,Branch_2_g_sw,Branch_3_Fv_Fm,Branch_3_Amax,Branch_3_Rday,Branch_3_Phi,Branch_3_Theta,Branch_3_g_sw,Fv_Fm,Average_Condensed_TANNINS_percent_DW,Average_SUGAR_percent_DW,Average_STARCH_percent_DW,
7/5/2022,RR1,W-23,Picea ,glauca,46 55 35.52,68 42 36.91,5.8,0,4.5,20,50,2,0.62,15440,20.8,0.1734,0.97,15.78,0.15,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,0.89,3.9,30.2,10.1,
7/5/2022,RR1,W-24,Picea ,glauca,46 55 35.59,68 42 36.83,3.8,0,4.2,75,0,1,1.00,6166,NA,0.1181,0.83,30.07,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,3.6,25.2,5.9,
7/5/2022,RR1,W-25,Picea ,glauca,46 55 35.59,68 42 36.68,7.6,0,4.7,35,5,1,0.63,27373,16.0,0.0829,0.84,2.39,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA,0.82,3.8,26.7,7.7,
7/5/2022,RR1,W-26,Picea ,glauca,46 55 35.61,68 42 36.94,3.3,0,2.5,75,0,1,1.00,2726,36.6,0.1181,0.97,12.48,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,4.2,31.0,9.9,
7/5/2022,RR1,W-27,Picea ,glauca,46 55 35.61,68 42 36.66,5.1,0,4.3,45,5,1,1.00,11117,39.1,0.0989,0.79,8.03,0.07,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,0.81,4.1,34.5,8.6,
7/5/2022,RR1,W-28,Picea ,glauca,46 55 35.62,68 42 36.46,14.2,0,8.7,50,10,2,0.83,175421,33.6,0.2035,0.95,6.79,0.03,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,0.90,4.4,31.6,4.8,
7/5/2022,RR1,W-29,Picea ,glauca,46 55 35.62,68 42 36.26,8.1,0,6.1,40,10,2,0.35,40580,32.5,0.2115,0.98,4.77,0.04,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,0.90,4.0,28.4,3.6,
7/5/2022,RR1,W-30,Picea ,glauca,46 55 35.58,68 42 36.24,7.1,0,6.7,15,15,3,0.48,33889,35.3,0.1593,0.84,4.01,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,5.4,29.6,4.3,
7/7/2022,RR1,W-31,Picea ,glauca,46 55 35.58,68 42 36.33,14.0,0,9.4,35,15,2,0.63,183520,32.8,0.1654,0.97,7.07,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,5.2,31.8,6.2,
7/7/2022,RR1,W-32,Picea ,glauca,46 55 35.80,68 42 36.24,2.8,0,3.0,45,0,1,1.00,2342,37.3,0.1183,0.84,7.53,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,7.4,24.2,6.0,
7/7/2022,RR1,W-33,Picea ,glauca,46 55 35.70,68 42 36.19,7.9,0,4.8,35,10,2,0.48,29916,38.0,0.1045,0.84,1.19,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,5.4,26.9,6.4,
7/7/2022,RR1,W-34,Picea ,glauca,46 55 35.67,68 42 36.09,8.1,0,5.5,40,20,2,0.54,36023,46.7,0.0860,0.95,11.74,0.11,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,0.94,5.8,23.3,1.4,
7/7/2022,RR1,W-35,Picea ,glauca,46 55 35.75,68 42 36.04,5.3,0,4.9,35,15,2,0.69,13802,45.3,0.0980,0.95,15.22,0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,4.5,22.5,3.4,
7/7/2022,RR1,W-36,Picea ,glauca,46 55 35.76,68 42 36.01,7.6,0,5.6,40,10,2,1.00,32553,39.0,0.1468,0.94,13.07,0.14,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,0.94,7.3,23.3,3.3,
7/7/2022,RR1,W-37,Picea ,glauca,46 55 35.55,68 42 35.96,12.2,0,7.3,45,5,1,1.00,108438,32.8,0.1159,0.96,16.16,0.21,NA,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,0.96,2.8,21.9,4.4,
7/7/2022,RR1,W-38,Picea ,glauca,46 55 35.62,68 42 35.69,9.1,0,7.4,40,10,2,0.66,61458,38.6,0.1560,0.93,11.48,0.11,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,0.94,4.5,24.2,3.6,
7/7/2022,RR1,W-39,Picea ,glauca,46 55 35.62,68 42 35.69,11.2,0,7.1,35,15,2,0.65,88632,32.9,0.1788,0.96,16.39,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,3.6,21.4,4.8,
7/7/2022,RR1,W-40,Picea ,glauca,46 55 35.49,68 42 35.97,11.7,0,8.4,40,15,2,0.76,114848,35.0,0.0928,0.95,18.88,0.22,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,0.95,4.8,31.3,2.9,
7/7/2022,RR1,W-41,Picea ,glauca,46 55 35.54,68 42 35.86,14.0,0,9.3,NA,NA,NA,NA,180561,37.5,0.1250,0.96,16.94,0.19,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,0.96,2.6,24.7,4.1,
7/7/2022,RR1,W-42,Picea ,glauca,46 55 35.62,68 42 35.63,17.8,0,NA,NA,NA,2,NA,NA,33.8,0.1933,0.96,15.51,0.17,NA,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,0.96,3.7,25.8,2.6,
7/7/2022,RR1,W-43,Picea ,glauca,46 55 35.96,68 42 35.75,16.3,0,8.2,65,5,1,0.76,217719,30.0,0.0916,0.91,17.16,0.18,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,0.91,5.4,25.0,5.2,
7/7/2022,RR1,W-44,Picea ,glauca,46 55 36.05,68 42 35.72,14.0,0,9.4,25,20,2,1.00,183949,37.6,0.1323,0.96,13.76,0.43,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,0.96,2.9,21.3,4.6,
7/7/2022,RR1,W-45,Picea ,glauca,46 55 35.95,68 42 35.50,14.0,0,7.2,65,5,1,1.00,139911,19.6,0.0789,0.95,21.94,0.28,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,0.96,4.7,27.3,2.7,
7/7/2022,RR1,W-46,Picea ,glauca,46 55 35.96,68 42 35.17,35.3,0,12.7,30,15,2,1.00,1584177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/7/2022,RR1,R-47,Picea ,rubens,46 55 36.20,68 42 35.80,12.2,0,7.2,35,15,1,1.00,107024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/7/2022,RR1,W-48,Picea ,glauca,46 55 35.15,68 42 36.05,1.3,0,1.5,85,0,1,1.00,242,40.9,0.1192,0.92,14.64,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,6.6,NA,5.9,
7/7/2022,RR1,W-49,Picea ,glauca,46 55 35.02,68 42 35.96,1.3,0,2.1,70,0,1,1.00,339,38.6,0.1287,0.95,12.21,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,4.0,NA,8.8,
7/7/2022,RR1,W-50,Picea ,glauca,46 55 35.02,68 42 36.04,1.3,0,2.3,60,0,1,1.00,371,38.2,0.1654,0.94,7.75,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,3.6,NA,13.3,
7/7/2022,RR1,W-51,Picea ,glauca,46 55 34.74,68 42 36.56,7.6,0,4.6,75,0,1,1.00,26851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/7/2022,RR1,W-52,Picea ,glauca,46 55 34.62,68 42 36.67,8.4,0,5.4,25,20,2,1.00,38153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/7/2022,RR1,W-53,Picea ,glauca,46 55 34.57,68 42 36.57,8.9,0,6.9,80,0,1,1.00,54502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/15/2022,CL2,W-1,Picea ,glauca,47 10 04.39,68 20 42.11,4.6,0,3.4,60,0,1,1.00,7152,41.0,0.1373,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4.6,25.6,2.6,
7/15/2022,CL2,R-2,Picea ,rubens,47 10 04.39,68 20 42.06,3.0,0,2.9,75,0,1,1.00,2652,45.9,0.1371,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4.8,21.9,2.3,
7/15/2022,CL2,W-3,Picea ,glauca,47 10 04.28,68 20 42.00,5.8,0,4.2,60,0,1,1.00,14497,32.9,0.1985,NA,18.50,0.32,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,5.6,28.3,4.4,
7/15/2022,CL2,R-4,Picea ,rubens,47 10 04.14,68 20 41.75,5.8,0,3.9,85,0,1,1.00,13400,38.6,0.1604,NA,16.16,0.34,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,2.8,20.0,3.5,
7/15/2022,CL2,W-5,Picea ,glauca,47 10 03.84,68 20 41.19,7.4,0,4.5,60,0,1,0.66,24194,35.7,0.2294,NA,18.24,0.26,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4.9,27.3,1.7,
7/15/2022,CL2,W-6,Picea ,glauca,47 10 03.79,68 20 41.13,5.1,0,3.8,55,5,1,0.87,9719,39.3,0.1232,NA,16.46,0.35,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4.8,28.4,3.1,
7/15/2022,CL2,W-7,Picea ,glauca,47 10 03.71,68 20 41.10,3.0,0,2.4,85,0,1,1.00,2245,28.8,0.1579,NA,17.71,0.48,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,28.2,4.0,
7/15/2022,CL2,R-8,Picea ,rubens,47 10 03.77,68 20 40.99,5.1,0,3.7,65,5,1,1.00,9567,47.1,0.1410,NA,5.59,0.09,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4.4,36.3,3.4,
7/15/2022,CL2,W-9,Picea ,glauca,47 10 03.29,68 20 40.37,9.1,0,4.2,65,5,1,0.74,35113,37.7,0.2028,NA,8.42,0.17,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,5.6,30.2,2.2,
7/15/2022,CL2,W-10,Picea ,glauca,47 10 03.18,68 20 40.37,7.1,0,4.5,70,0,1,1.00,22765,42.7,0.1818,NA,8.86,0.24,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4.9,26.7,5.0,
7/15/2022,CL2,R-11,Picea ,rubens,47 10 03.18,68 20 40.43,5.8,0,4.4,55,0,1,1.00,15030,42.0,0.1680,NA,7.92,0.09,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4.6,26.6,3.3,
7/15/2022,CL2,W-12,Picea ,glauca,47 10 03.22,68 20 40.12,7.4,0,5.7,45,10,2,0.65,30730,30.4,0.1574,NA,8.66,0.17,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,5.3,27.9,4.7,
7/15/2022,CL2,W-13,Picea ,glauca,47 10 02.82,68 20 39.80,6.6,0,3.6,90,0,1,1.00,15674,34.0,0.1574,NA,11.48,0.28,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,5.4,27.2,3.0,
7/15/2022,CL2,R-14,Picea ,rubens,47 10 02.76,68 20 39.70,8.4,0,5.0,70,0,1,1.00,35311,37.3,0.1386,NA,13.81,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,3.9,22.8,3.1,
7/15/2022,CL2,W-15,Picea ,glauca,47 10 02.58,68 20 39.48,9.7,0,4.8,65,0,1,1.00,44318,38.9,0.2044,NA,14.35,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4.9,29.6,3.1,
7/15/2022,CL2,W-16,Picea ,glauca,47 10 02.42,68 20 39.73,5.8,0,3.6,70,0,1,1.00,12163,33.7,0.1953,NA,15.91,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4.5,29.8,3.1,
7/15/2022,CL2,R-17,Picea ,rubens,47 10 02.52,68 20 39.71,2.5,0,2.3,60,0,1,1.00,1484,44.9,0.0800,NA,9.87,0.32,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,5.6,25.2,2.2,
7/15/2022,CL2,W-18,Picea ,glauca,47 10 02.72,68 20 40.01,3.8,0,2.3,65,0,1,1.00,3339,35.2,0.2346,0.92,6.93,0.08,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0.92,4.3,30.2,5.2,
7/15/2022,CL2,R-19,Picea ,rubens,47 10 02.68,68 20 39.96,3.6,0,2.4,85,0,1,1.00,3035,43.8,0.0864,NA,8.04,0.28,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4.8,23.7,2.1,
7/15/2022,CL2,W-20,Picea ,glauca,47 10 02.74,68 20 40.12,6.4,0,4.2,45,15,2,0.65,17124,33.3,0.1438,NA,16.84,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,2.8,23.2,2.9,
7/15/2022,CL2,R-21,Picea ,rubens,47 10 02.86,68 20 40.31,5.1,0,5.4,60,0,1,0.91,13827,35.9,0.0979,0.96,17.05,0.21,0.96,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0.96,NA,21.0,2.6,
7/15/2022,CL2,W-22,Picea ,glauca,47 10 03.21,68 20 40.79,9.1,0,4.9,60,10,2,0.90,40889,32.9,0.1244,0.97,14.79,0.20,0.96,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0.97,6.3,36.1,1.1,
7/15/2022,CL2,R-23,Picea ,rubens,47 10 03.28,68 20 41.14,5.3,0,4.0,60,5,1,0.75,11361,44.1,0.1163,0.96,16.15,0.15,0.96,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0.96,3.8,23.2,1.4,
7/15/2022,CL2,R-24,Picea ,rubens,47 10 03.37,68 20 41.16,4.1,0,3.4,45,0,1,0.71,5649,36.8,0.0833,0.95,19.23,0.21,0.97,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0.96,3.8,21.7,1.9,
7/15/2022,CL2,R-25,Picea ,rubens,47 10 03.63,68 20 41.51,7.4,0,4.1,85,0,1,0.88,22060,302.9,1.4860,NA,0.71,0.01,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,3.6,26.2,2.2,
7/18/2022,CL2,R-26,Picea ,rubens,47 10 3.79,68 20 41.78,5.3,0,4.4,45,5,2,0.89,12587,44.7,0.1083,NA,18.44,0.23,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,2.4,19.6,3.2,
7/18/2022,CL2,R-27,Picea ,rubens,47 10 4.11,68 20 42.28,2.5,0,2.1,85,0,1,0.00,1355,42.9,0.0839,NA,16.02,0.27,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4.3,16.2,3.5,
7/18/2022,CL2,R-28,Picea ,rubens,47 10 5.33,68 20 42.47,10.4,0,6.9,35,5,1,0.93,75002,37.7,0.1107,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,3.5,0.3,1.7,
7/18/2022,CL2,R-29,Picea ,rubens,47 10 5.28,68 20 42.39,7.1,0,4.0,55,0,1,0.95,20392,35.5,0.1369,NA,16.47,0.23,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,3.9,26.8,1.7,
7/18/2022,CL2,W-30,Picea ,glauca,47 10 5.12,68 20 42.73,6.9,0,4.2,50,5,1,0.95,19751,35.0,0.1304,NA,16.05,0.16,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4.8,29.7,3.8,
7/18/2022,CL2,W-31,Picea ,glauca,47 10 4.75,68 20 43.70,9.7,0,6.5,30,0,1,0.95,60820,34.4,0.1818,NA,11.00,0.07,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4.1,26.2,5.3,
7/18/2022,CL2,W-32,Picea ,glauca,47 10 4.82,68 20 43.65,5.8,0,4.4,15,5,1,0.93,15010,35.0,0.1909,NA,4.46,0.04,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4.8,28.5,2.9,
7/18/2022,CL2,R-33,Picea ,rubens,47 10 4.46,68 20 43.61,11.2,0,6.1,35,5,1,1.00,75682,37.1,0.2110,NA,10.41,0.10,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,3.4,19.9,1.2,
7/18/2022,CL2,W-34,Picea ,glauca,47 10 4.47,68 20 43.77,10.4,0,8.0,40,5,1,0.91,86222,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-35,Picea ,glauca,47 10 3.70,68 20 44.73,6.9,0,4.4,30,5,1,1.00,20560,33.3,0.1329,NA,14.14,0.13,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,5.0,31.5,3.2,
7/18/2022,CL2,W-36,Picea ,glauca,47 10 3.66,68 20 44.76,8.9,0,4.8,35,5,1,0.94,37597,32.2,0.1827,NA,10.76,0.10,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,5.6,30.0,3.7,
7/18/2022,CL2,W-37,Picea ,glauca,47 10 3.57,68 20 44.80,9.4,0,4.8,35,5,1,1.00,42610,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,6.6,NA,NA,
7/18/2022,CL2,W-38,Picea ,glauca,47 10 3.55,68 20 44.95,9.1,0,4.9,35,5,1,0.80,41364,32.7,0.2517,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,6.6,33.0,2.9,
7/18/2022,CL2,W-39,Picea ,glauca,47 10 3.47,68 20 45.30,5.3,0,6.7,50,0,1,0.97,19161,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-40,Picea ,glauca,47 10 3.28,68 20 45.25,11.7,0,5.3,35,5,1,0.91,72375,36.0,0.1916,NA,6.48,0.04,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,5.4,32.2,4.3,
7/18/2022,CL2,W-41,Picea ,glauca,47 10 3.85,68 20 44.88,7.9,0,5.5,25,5,1,0.91,33900,33.3,0.1508,NA,8.43,0.06,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,5.1,30.1,2.4,
7/18/2022,CL2,W-42,Picea ,glauca,47 10 3.68,68 20 45.29,9.9,0,6.8,30,15,3,0.78,66922,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-43,Picea ,glauca,47 10 3.65,68 20 45.50,7.6,0,5.1,30,10,3,0.80,29360,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-44,Picea ,glauca,47 10 3.63,68 20 45.57,9.4,0,5.6,30,15,3,0.73,49132,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,R-45,Picea ,rubens,47 10 3.49,68 20 45.90,9.1,0,5.2,40,5,1,1.00,43487,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-46,Picea ,glauca,47 10 3.44,68 20 45.88,8.1,0,5.1,30,5,1,0.80,33511,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-47,Picea ,glauca,47 10 3.81,68 20 45.76,7.4,0,4.9,30,10,1,0.80,26799,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-48,Picea ,glauca,47 10 3.72,68 20 46.09,9.7,0,6.0,30,10,2,0.75,56329,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-49,Picea ,glauca,47 10 3.96,68 20 45.16,6.4,0,1.7,NA,NA,NA,1.00,6855,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-50,Picea ,glauca,47 10 3.90,68 20 45.23,5.3,0,1.7,NA,NA,NA,1.00,4837,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/15/22,CL3,W-1,Picea ,glauca,47 11 21.05,68 20 14.48,19.8,1,7.7,50,20,2,0.61,300344,30.8,0.1527,NA,16.79,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/15/22,CL3,W-2,Picea ,glauca,47 11 21.27,68 20 14.66,22.1,0,9.5,45,15,2,0.74,462269,40.6,0.1806,NA,11.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/15/22,CL3,W-3,Picea ,glauca,47 11 21.28,68 20 14.77,16.8,2,7.2,40,20,2,0.86,202343,40.7,0.1630,NA,10.22,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/15/22,CL3,W-4,Picea ,glauca,47 11 21.34,68 20 14.84,22.6,0,13.5,50,15,2,0.96,688649,34.8,0.1975,NA,16.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,NA,
7/15/22,CL3,W-5,Picea ,glauca,47 11 21.45,68 20 15.08,16.8,0,15.4,50,20,2,0.74,433865,35.7,0.1389,NA,12.84,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0,0.9,
7/15/22,CL3,W-6,Picea ,glauca,47 11 21.55,68 20 14.67,20.1,0,12.1,40,15,2,0.83,486890,40.8,0.1870,NA,14.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/15/22,CL3,W-7,Picea ,glauca,47 11 21.45,68 20 14.63,13.2,0,8.0,45,10,2,0.75,140033,41.3,0.1357,NA,14.57,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/15/22,CL3,W-8,Picea ,glauca,47 11 21.00,68 20 13.53,29.7,0,13.8,45,10,2,1.00,1216895,38.1,0.1500,0.96,8.37,NA,0.94,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,0.95,5.2,31.3,6.2,
7/18/2022,CL3,W-9,Picea ,glauca,47 11 20.93,68 20 13.69,8.4,0,5.7,80,5,1,0.91,40047,37.8,0.1278,0.96,13.96,0.16,0.87,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA,0.91,4.2,NA,NA,
7/18/2022,CL3,W-10,Picea ,glauca,47 11 20.74,68 20 13.50,5.6,0,3.6,70,5,1,1.00,11392,44.1,0.1126,0.96,9.18,0.14,0.87,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,0.89,3.5,22.6,7.3,
7/18/2022,CL3,B-11,Picea ,mariana,47 11 20.74,68 20 13.24,1.3,0,5.6,65,5,1,1.00,904,37.5,0.0997,0.84,13.62,0.10,0.93,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,0.91,3.9,NA,2.8,
7/18/2022,CL3,W-12,Picea ,glauca,47 11 20.65,68 20 13.28,6.4,0,4.2,65,5,1,1.00,16933,44.4,0.1014,0.86,9.68,0.09,0.97,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,0.93,7.5,NA,NA,
7/18/2022,CL3,W-13,Picea ,glauca,47 11 20.82,68 20 13.25,12.7,0,7.8,50,10,2,0.68,125752,32.6,0.2132,0.97,13.06,0.11,0.97,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,0.97,4.5,28.0,1.6,
7/18/2022,CL3,W-14,Picea ,glauca,47 11 20.73,68 20 13.04,15.0,0,10.0,50,10,2,0.90,223642,51.7,0.1190,0.88,9.77,0.09,0.96,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,0.93,3.3,24.5,1.4,
7/18/2022,CL3,B-15,Picea ,mariana,47 11 20.69,68 20 13.16,13.2,0,8.2,65,5,2,1.00,142671,43.9,0.1370,0.96,11.39,0.13,0.91,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,0.94,4.5,NA,NA,
7/18/2022,CL3,B-16,Picea ,mariana,47 11 20.62,68 20 13.18,14.0,0,9.2,45,10,2,0.78,179548,35.6,0.1256,0.93,1.47,0.14,0.96,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,0.95,4.0,25.0,2.0,
7/18/2022,CL3,W-17,Picea ,glauca,47 11 20.66,68 20 13.03,9.1,0,12.4,45,10,2,0.92,103878,47.5,0.1920,0.97,10.73,0.12,0.97,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,0.97,3.3,NA,NA,
7/18/2022,CL3,B-18,Picea ,mariana,47 11 20.55,68 20 13.11,3.3,0,8.0,55,10,2,1.00,8715,150.0,0.1111,0.84,12.65,0.15,0.96,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,0.88,5.9,NA,NA,
7/18/2022,CL3,W-19,Picea ,glauca,47 11 20.41,68 20 13.06,9.4,0,4.8,75,5,1,1.00,42617,33.8,0.1179,0.93,13.77,0.18,0.83,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,0.87,NA,27.3,6.0,
7/18/2022,CL3,B-20,Picea ,mariana,47 11 20.41,68 20 13.00,8.9,0,5.2,60,10,2,0.81,41105,43.8,0.1119,0.96,7.26,0.08,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,4.3,23.1,2.5,
7/18/2022,CL3,W-21,Picea ,glauca,47 11 20.29,68 20 12.83,7.1,0,5.0,75,0,1,1.00,25136,31.1,0.1418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
